# Credit card default data
#
# A data set containing information on customers. The aim here is to predict
# which customers will default based on their credit card debt and income.
#
# Variables:
# default = a factor with levels "No" and "Yes" indicating whether the 
#           customer defaulted on their debt.
# balance = the average balance that the customer has remaining on their 
#           credit card after making their monthly payment
# income = income of customer
#
default,balance,income
No,994,52646
No,997,34825
No,1125,41989
No,1609,36721
No,845,33895
No,570,42158
No,186,13325
No,1429,31995
No,295,39480
No,897,54840
No,889,33036
No,1334,43704
No,528,56821
No,1282,52753
No,933,48165
No,455,36488
No,748,45627
No,874,33486
No,842,48615
No,1814,28323
No,401,39687
No,2096,49993
No,1430,33453
No,1043,45310
No,147,49925
No,1407,27668
No,642,32629
No,380,42862
No,706,33920
No,577,43616
No,91,52388
No,549,48424
Yes,402,9392
No,264,50783
No,847,35581
No,835,39977
No,758,37089
No,1248,41101
No,699,41476
No,866,18587
No,698,35402
No,899,39631
No,674,46482
No,903,33778
No,1592,46260
No,484,30179
No,752,51327
No,604,38293
No,641,46075
No,1027,40307
No,878,15263
No,482,32928
No,2,23002
No,515,37657
No,2088,44997
No,529,45235
No,1131,37663
No,955,40369
No,759,45774
No,1024,31493
No,1096,30375
No,829,48734
No,792,39911
No,882,18380
No,554,45385
No,494,34622
No,88,43927
No,612,21717
No,192,35120
No,448,54045
No,1150,39975
No,1348,58953
No,643,27735
No,290,45991
No,578,48044
No,1187,51743
No,426,50875
No,1116,48126
No,768,44405
No,785,50683
Yes,1102,16152
No,950,64396
No,787,46267
No,983,32420
No,1175,35340
No,802,46439
No,1096,42685
No,629,40490
No,1187,38582
No,439,40148
No,408,39388
No,1071,36869
No,1374,22182
No,53,30506
No,1162,47513
No,992,49910
No,592,32283
No,848,30473
No,310,35293
No,275,24102
No,399,45361
No,93,43956
No,854,32107
No,1095,32936
No,680,25392
No,1231,29868
No,830,51847
No,1267,32752
No,1624,36748
No,303,45260
No,440,28215
No,1421,47424
No,480,40995
No,1650,36091
No,809,26380
No,752,49741
No,727,27282
No,846,31633
No,446,46816
No,1459,49754
No,797,25160
No,903,33640
No,1163,45489
No,1217,33865
No,1259,28882
No,501,42856
No,809,48650
No,414,53142
No,1235,48688
No,853,41581
No,1912,52802
No,358,57013
No,918,32468
Yes,1742,21573
No,577,39015
No,1236,19683
No,1053,52922
No,1207,42172
No,529,27066
No,663,48652
No,517,40249
No,939,40914
Yes,1824,30737
No,639,48086
No,929,23890
No,752,39896
No,471,30337
No,271,44959
Yes,2075,32646
No,97,31372
No,285,45542
No,984,28980
No,924,40987
No,857,31253
No,195,44223
No,1046,45573
No,692,32512
No,1231,44303
No,959,31357
No,630,46714
No,830,35378
No,858,30893
No,380,37396
No,1028,33089
No,456,29898
No,1043,30516
No,587,50318
No,272,27790
No,420,37445
No,343,43689
No,728,30028
No,796,22570
No,2,51672
No,1356,36672
No,1719,57866
No,984,25295
No,948,45284
No,949,47760
No,1466,25521
No,700,50268
No,751,42736
No,556,25371
No,751,29875
No,426,39773
No,298,26587
No,507,46106
No,866,33541
No,564,39644
No,621,50805
No,1206,25921
No,1944,24194
No,415,35790
No,686,49261
No,782,54926
No,651,44649
No,490,49222
No,976,35909
No,1477,41155
No,753,62329
No,512,29914
No,672,46336
No,540,9950
No,920,44316
No,1250,50418
No,540,35925
No,1162,49255
No,944,47463
No,854,52240
No,469,53274
No,902,56948
No,897,66548
No,195,44544
No,1559,42112
No,630,43548
No,1057,30712
No,1712,40395
No,26,35464
No,1385,40131
No,961,42619
No,229,68145
No,779,53220
No,653,41441
Yes,261,19718
No,1084,33081
No,818,27391
No,417,39673
No,251,58139
No,1100,34358
No,221,64468
No,41,47352
No,383,43646
No,568,28876
No,245,33751
No,529,43915
No,736,48660
No,1143,48630
No,1250,50884
No,416,43390
No,858,43163
No,1430,37256
No,572,35926
No,1439,24062
No,325,39432
No,1091,43091
No,1252,53237
No,607,34541
Yes,559,18331
No,1027,33915
No,261,42125
No,910,53431
No,924,38403
No,709,23250
No,683,41680
No,1356,25208
No,698,43876
No,189,28827
No,1419,35620
No,670,53666
No,206,38550
No,1617,47505
No,996,24127
No,591,30835
No,1295,52338
No,756,49163
No,183,39020
No,1055,52290
No,1386,44536
No,596,45929
No,418,31731
No,1218,40449
No,211,46327
Yes,1178,30144
No,998,30671
No,638,48426
No,350,48412
No,1518,49400
No,191,31463
No,972,41278
No,1638,34107
No,225,27246
No,255,55980
No,1201,41586
No,1076,51370
No,438,29900
No,1064,38457
No,1627,43593
No,409,48746
No,1019,38422
No,325,36555
No,928,55895
No,1593,35084
No,341,48058
No,82,40848
Yes,1446,15516
No,654,47245
No,1745,49090
No,535,46138
No,585,39553
No,1366,38511
No,263,34112
No,835,44679
No,1266,35133
No,358,66405
No,818,59432
No,1366,41192
No,836,34559
No,996,52861
No,554,31029
No,1205,39583
No,1053,39613
No,821,39318
No,1178,50812
No,741,34196
No,1176,57319
No,208,37296
No,281,37690
No,399,38004
No,1230,58399
No,1741,46459
No,585,47450
No,1141,39017
No,1202,49915
No,1060,38699
No,1367,36427
No,368,44046
No,544,31513
No,193,38042
No,1185,34528
No,802,37442
No,631,44526
No,279,30144
No,674,54833
No,274,31293
No,1044,43374
No,320,45203
No,836,41032
No,3,54839
No,404,41668
No,1573,18218
No,731,42300
No,1046,46079
No,515,50339
No,272,47758
No,1175,33284
No,813,48564
No,571,40389
No,334,40916
No,1403,37274
No,1570,55939
No,1376,63073
No,1113,35159
No,719,12572
No,642,45574
Yes,1426,11539
No,904,18898
No,795,25336
No,284,60841
No,1238,31880
No,563,31151
No,662,58520
No,631,53547
No,721,40459
No,751,45582
No,572,52797
No,199,57455
No,478,16978
No,384,34232
No,1400,23578
No,329,48626
No,271,30465
No,986,22830
No,483,53874
No,1035,41253
No,797,29398
No,536,55828
No,1334,23262
Yes,1115,26548
No,434,26888
No,299,33256
No,797,20079
No,1075,47567
No,1312,26378
Yes,1387,9894
No,697,38743
No,1241,30939
No,634,40572
No,809,41222
No,1384,35500
No,713,44414
No,591,26674
No,295,41592
No,208,42400
No,220,33213
No,773,49308
No,1248,37204
No,634,32256
No,678,55543
No,1253,27296
No,1191,27257
No,197,44227
No,620,33477
No,439,41455
No,676,38571
No,590,49945
No,1068,27860
No,1210,45113
No,1506,35786
No,490,35895
No,123,47468
No,563,51721
No,409,45056
No,870,24263
No,509,47444
No,1057,39256
No,395,41575
No,1276,52215
Yes,2413,26101
No,210,58413
Yes,2187,29737
No,1160,43385
No,1340,46442
No,868,43092
No,312,47119
No,764,44126
No,1066,42248
No,339,37017
No,265,39318
No,1167,43337
No,554,39654
No,486,38281
No,486,46447
No,690,66808
Yes,1589,23485
No,460,56002
No,276,31260
No,337,41908
No,308,42221
No,1745,43978
No,1173,48397
No,1336,53355
No,591,43869
No,863,49445
No,287,50619
No,378,28046
No,812,36875
No,608,33737
Yes,1482,14038
No,777,52798
No,970,38784
No,538,45615
No,768,39702
No,1150,19536
No,903,32765
No,443,42004
No,101,31389
No,1396,24379
No,1001,47641
Yes,1632,25134
No,791,45900
No,1097,46807
No,738,54491
No,655,28643
No,639,20607
No,571,46841
No,1056,31269
No,1523,35805
No,977,35296
No,744,28894
No,352,38259
No,318,48975
No,269,55893
No,718,42172
No,843,41692
No,867,36453
No,450,38987
No,459,45044
No,1161,26023
No,1318,49286
No,527,28491
No,21,62863
No,529,42134
No,1562,54595
No,964,47606
No,1209,35071
No,276,35761
No,776,34141
Yes,1408,34617
No,338,34333
No,1380,24857
No,1316,45807
No,1046,48752
No,1282,37665
No,1086,36533
No,352,48726
Yes,1803,22054
No,667,44932
No,155,33162
No,360,44449
No,105,35291
No,492,25849
No,1154,20457
No,1157,45325
No,824,53320
No,662,49885
No,618,37605
No,271,34863
No,798,39678
No,464,53216
No,1431,45673
No,310,47427
No,691,40233
No,23,42017
No,971,35835
No,1148,39662
No,1639,38441
No,762,48269
No,978,51074
No,369,45647
No,268,46135
No,283,56118
No,748,47775
No,1000,27565
No,495,47036
No,1023,22589
No,708,40141
Yes,1254,9137
No,809,23520
No,482,44137
No,409,53624
No,1157,31369
Yes,725,19669
No,687,34434
No,1436,31507
No,189,49697
No,1084,34559
No,645,37452
No,1346,38602
Yes,1920,44048
No,538,40774
No,1568,39201
No,754,42231
No,72,28718
No,621,39372
No,643,50209
No,459,59731
No,290,49067
No,1096,52031
No,688,29020
No,599,36655
No,69,45812
No,1273,57689
No,1079,46060
No,1677,44973
No,532,42365
No,1081,34073
No,369,60954
No,344,38055
No,1715,60138
No,450,20080
No,741,20718
No,476,35622
No,857,34407
No,1094,34854
No,1213,47848
No,416,21961
No,867,29541
No,844,23957
No,766,39079
No,1287,46337
No,1143,34402
No,321,37027
No,943,39416
No,512,54003
No,744,24303
No,1090,46890
No,1282,37438
No,1374,36889
No,1228,43578
No,1537,34735
No,735,53313
No,1491,36417
No,880,60204
No,3,39924
Yes,1367,2471
Yes,2344,37850
No,930,36072
No,505,31870
No,685,40556
No,473,43017
No,1303,32235
No,435,30829
No,602,37697
No,457,50161
No,1065,37747
No,1153,37936
No,60,35710
No,728,53607
No,1029,36276
No,975,25317
No,773,39945
No,1015,41994
No,580,25926
No,500,45955
No,568,31392
No,1367,35426
No,512,32694
No,632,32753
No,585,34298
No,1173,44135
No,544,43307
Yes,1285,14248
No,1011,38002
No,1231,48156
No,876,45525
No,1516,59194
No,563,30226
No,1078,30133
No,804,45354
No,917,58470
No,147,52075
No,734,46806
No,1883,47438
No,1271,40578
No,174,32481
No,1004,37133
No,269,40883
No,442,44228
No,1472,61386
No,843,51737
No,250,42309
No,1570,30604
Yes,1572,23654
No,1570,49502
No,646,39696
No,1002,32749
No,1671,54442
No,391,33651
No,670,35920
No,1036,44869
No,482,19240
No,263,28975
No,1193,45903
No,711,53050
No,1176,27957
Yes,1806,27148
No,125,39478
No,1057,45490
No,1402,41276
No,7,48712
No,613,43393
No,999,46698
No,1078,33001
No,638,53035
No,816,53817
No,1277,40611
No,671,44121
No,818,48491
No,1371,35821
No,897,47816
No,849,35535
No,1476,44769
No,1187,33440
No,844,36855
No,680,29535
Yes,1651,18943
No,1380,31766
No,1210,40806
No,1349,28340
No,1714,52779
No,483,47925
Yes,2125,31418
No,298,34549
No,1201,35858
No,811,26448
No,586,30143
No,511,38510
No,1249,45587
No,49,27070
No,864,32889
No,1579,50217
No,801,50325
Yes,1005,8887
No,1570,36306
No,1510,43650
No,961,31647
No,1444,47205
No,895,48940
No,1356,45538
No,1164,36998
No,535,37043
No,773,50069
No,685,33185
No,344,51626
No,415,37859
No,1034,25111
No,1116,21646
No,291,54409
No,890,49941
No,345,48111
No,394,28363
No,4,45158
No,660,39163
No,529,38881
No,89,36516
No,1637,37677
No,575,33517
No,969,29705
No,773,23223
No,1304,26219
No,876,37161
No,587,34976
No,132,42028
No,1333,19396
Yes,1819,36068
No,954,45281
No,327,51349
No,990,27319
No,1109,56680
No,100,48378
No,265,36843
No,466,52714
No,1227,49697
No,1379,30863
No,716,23266
No,1335,43660
No,1577,35118
No,1614,47152
No,764,59857
No,741,32951
No,326,45810
Yes,1798,33518
No,900,47094
Yes,905,18149
No,887,50508
No,1008,30801
No,920,40537
No,1702,38567
No,1453,29830
No,294,49988
No,1302,43154
No,1135,47075
No,1124,17292
No,1670,30259
No,38,43788
No,600,51734
No,1187,37093
No,1287,37135
No,599,58909
No,278,33812
No,537,35787
No,627,55155
No,886,42683
No,580,31879
No,1145,40999
No,321,33136
No,776,49706
No,519,42862
No,892,40492
No,840,24801
No,661,31480
No,213,38951
No,507,50493
No,885,35324
No,927,44308
No,842,40240
No,50,47026
No,600,50578
Yes,1193,8853
Yes,1468,16649
No,457,39630
No,1616,39655
No,683,31615
No,798,54042
No,636,26085
Yes,1839,20338
No,267,41184
No,610,35855
No,1861,46654
No,1578,50430
No,204,38980
No,771,47146
No,376,32168
No,1234,23032
No,542,22394
No,1382,48394
No,1158,49961
No,744,24507
No,1387,40994
Yes,1434,34547
No,1484,34156
No,1341,31960
No,972,26231
No,1512,36381
No,1727,41707
No,26,49090
Yes,1195,8395
No,247,37377
No,91,44092
No,827,35426
No,1734,31578
No,1070,40299
No,627,41334
No,932,45505
No,1551,31768
No,1059,41179
No,977,59292
No,937,40240
No,1412,42957
No,391,45822
No,11,32866
No,175,22645
No,1070,32441
No,1166,47006
No,321,43257
No,178,35616
No,640,38661
No,1052,37160
No,335,36374
No,1194,34909
No,915,31423
No,426,15499
Yes,1106,11168
No,717,37810
No,521,41039
No,1035,34540
No,618,43872
No,477,33760
No,1101,43036
No,329,43243
No,1253,35382
No,642,37752
No,513,44179
No,1115,38155
No,763,34931
No,878,47723
No,585,40586
No,348,40138
No,608,26118
No,317,39995
No,337,42880
No,1188,43874
No,86,43468
No,737,27880
No,191,41922
No,1038,40416
No,828,39656
No,916,34934
No,941,58992
No,487,34440
No,1890,32510
No,691,38948
No,140,52099
No,519,44498
No,940,47113
No,1094,39684
No,851,44905
No,1120,33510
No,1523,29165
No,361,36534
No,1063,48042
No,388,55164
No,860,56687
No,1637,46630
No,975,30573
No,488,21419
Yes,1562,31402
No,1399,26505
No,901,38613
No,296,19054
No,91,50940
No,476,58838
No,383,42621
No,1014,49654
No,361,42217
No,728,40259
No,918,31380
No,1567,38255
No,1007,33349
No,1279,42895
No,1107,23531
No,1066,33912
No,720,38493
No,575,41914
No,241,34508
No,345,41944
No,1342,53122
Yes,1848,17963
No,503,29187
No,1120,42281
No,1172,58067
No,566,36039
No,542,39038
No,1086,38657
Yes,1509,23914
No,1171,52359
No,1357,54490
No,850,31522
No,1184,25197
No,903,23847
No,1079,36636
Yes,871,8239
No,923,44671
No,706,48340
No,1147,64645
No,469,44285
No,444,35242
No,376,35564
No,773,25557
No,750,17994
No,415,37825
No,626,33931
No,645,44324
No,1391,51169
No,1061,33943
No,273,42647
No,1066,36016
No,1167,34468
No,949,28412
Yes,1914,42527
No,516,50678
No,1347,32720
No,124,44465
No,1007,42183
No,218,44180
No,1345,34841
No,1063,27887
No,560,39144
No,341,29326
No,574,44072
No,875,46042
No,366,47096
No,222,32989
Yes,1257,10806
No,612,55326
Yes,1457,36573
No,891,20257
No,1341,33778
No,888,37746
No,1821,46251
No,482,36378
No,432,56733
No,684,36578
No,355,44412
No,597,31713
No,1991,30810
No,391,38084
Yes,1144,25228
No,264,45778
No,217,37161
No,687,51121
No,1642,24444
No,1971,37905
No,539,36275
Yes,1587,10692
No,1218,56817
No,700,54661
No,1167,30648
No,1493,46175
No,666,34912
No,421,37832
No,879,30634
No,376,25821
No,961,25479
No,501,33406
No,720,31031
No,1168,39275
No,601,39260
No,253,23443
No,676,53379
No,1010,46218
No,1261,27697
No,403,58829
No,1005,42729
No,615,33812
No,1358,50663
No,161,29676
No,263,48762
No,648,35494
No,1575,30560
No,5,28714
No,1220,36191
No,803,45806
No,82,35818
No,927,44234
Yes,533,4586
No,740,46878
No,975,45598
No,299,49586
No,591,29507
No,177,37554
No,292,60582
No,625,32826
No,547,37514
No,728,23516
No,311,51258
No,1240,52241
No,810,51283
No,303,21381
No,1372,36188
No,1146,37054
No,807,42139
No,450,34206
No,1013,38281
No,677,31741
No,288,37410
No,817,52164
No,1119,39112
No,532,43789
No,335,41943
No,1149,35310
No,650,32276
No,380,40690
No,650,54693
No,699,44949
No,609,41798
Yes,1723,29235
No,595,36191
No,949,50404
No,252,39723
No,1163,21754
No,578,46031
No,444,50768
No,1316,41314
No,904,56062
No,843,42682
Yes,853,10092
No,1266,32910
No,363,39296
No,1533,22081
No,496,32818
No,1597,50828
No,765,29096
No,929,46709
No,628,38436
No,352,30514
No,58,38218
No,934,57377
No,359,56332
No,1393,43440
No,332,37129
No,1215,39002
No,874,33822
No,1120,32213
No,235,28099
No,1283,47515
No,1264,47204
No,1119,30558
No,754,46957
No,1039,50654
No,865,32120
No,1166,48856
No,1101,39046
No,439,36839
No,751,47877
No,1371,34955
No,673,34892
No,1208,36403
No,1394,27179
No,736,32027
No,1032,46725
No,1335,51086
No,419,47156
Yes,1107,3506
No,474,43522
No,881,49547
No,977,32837
No,1285,39925
No,200,27579
No,67,29671
Yes,1194,4399
No,578,22112
No,1143,42054
No,767,49172
No,684,35233
No,485,38656
No,1144,38663
No,365,27027
No,661,42946
No,965,49647
No,1045,41149
No,202,71879
No,656,54844
No,11,48182
No,528,41067
No,728,32389
No,938,18594
No,1185,32467
No,352,29281
No,977,58659
No,920,40573
No,800,19051
No,772,40521
No,586,67101
No,1078,26518
No,907,28461
No,838,42233
No,1007,25733
No,712,42352
No,508,31966
Yes,1477,29671
No,1224,37088
No,636,50040
No,1610,60124
No,310,33672
No,434,42205
Yes,622,15735
No,550,50084
No,1170,48445
No,1238,42322
No,804,42286
No,954,27181
No,1225,44003
No,796,47600
No,461,15756
No,468,23336
No,321,30276
No,1653,44965
No,1191,41630
No,178,35402
No,282,38099
No,29,41809
No,1470,49019
No,1207,29875
No,546,37524
No,87,34639
No,419,56321
No,42,47522
No,907,38881
No,1562,32953
No,766,41436
Yes,1108,13849
No,595,43153
No,1459,57786
No,901,44594
No,33,31645
No,1050,59401
No,1329,60322
No,411,39076
No,1592,27668
No,562,40446
No,625,30763
No,1434,39445
No,983,50700
No,877,22998
No,433,49209
No,951,25541
No,205,36555
No,975,26921
No,1666,34918
No,799,17463
No,286,47960
No,909,48427
No,79,41335
No,1301,28674
No,183,21287
No,1291,42098
No,609,24976
No,714,17754
No,1447,28952
No,1220,47936
No,1024,45586
No,797,35177
No,531,44628
No,1333,36975
No,1401,31403
No,587,40353
No,628,34756
No,648,18844
No,952,28642
Yes,1834,28603
No,655,30593
No,331,20588
No,1213,33527
No,882,50115
No,1166,42252
No,269,43779
No,893,43512
No,414,44803
No,97,37468
No,765,44871
No,742,34265
No,1016,49635
No,636,52011
No,976,31898
No,1198,37488
No,483,44281
No,1239,40312
No,942,34686
No,712,48836
No,215,46694
No,558,38285
No,524,37591
No,593,46475
No,608,41792
No,1060,64315
No,1142,45455
No,1127,47546
No,457,42507
No,706,53423
No,743,48208
No,671,55003
No,442,39308
No,1076,38021
Yes,1378,29077
No,302,32049
No,910,46274
No,813,58339
No,680,43693
No,1187,56504
No,1067,56292
No,119,47761
No,344,53705
No,1699,29196
No,1559,38880
No,1079,66135
No,508,52772
No,965,32550
No,554,47021
No,637,49657
No,744,40280
No,1529,43826
No,755,53092
No,70,49074
No,429,17209
No,1348,39166
No,1068,37863
No,1075,25715
No,396,34556
No,1047,46568
No,964,46502
No,737,54161
No,588,38886
No,1177,29949
No,351,30346
No,658,30392
No,516,43509
No,312,37744
No,821,28065
No,1499,39949
No,1091,20028
No,632,30517
No,1119,49988
No,1021,47650
No,750,28581
No,182,36858
No,1556,30111
No,896,35532
No,540,32932
No,404,40535
No,319,27401
No,1073,54528
No,1637,43365
No,1015,40224
No,1311,47806
No,626,34246
No,139,38438
No,825,42409
No,1292,39388
No,528,34017
No,709,36322
No,1073,38483
Yes,1289,9763
No,416,35581
Yes,1721,29199
No,707,42657
No,249,46332
No,447,49645
No,765,33127
No,308,37362
No,1734,47873
No,997,49955
No,1251,37012
No,1754,43856
No,1057,37995
No,330,55734
No,1080,35472
No,691,42342
No,584,38683
No,999,37919
Yes,1758,38241
No,1186,24265
No,150,33949
No,771,47615
No,607,27146
No,307,30136
No,815,39021
No,1656,29816
No,126,44260
No,1594,30570
No,449,40992
No,1125,33409
No,1529,43125
No,484,47518
No,571,40581
No,897,21627
No,1358,25390
No,40,33657
No,1038,45058
No,1423,48315
No,602,15298
No,948,34869
No,296,24626
No,634,29213
No,505,56623
No,1001,41063
No,1372,48299
No,1016,37953
No,1171,52278
No,1021,50390
No,1743,31439
No,84,59022
No,879,35228
No,821,34065
No,1086,29771
No,648,40277
No,478,24273
No,403,38630
No,502,31575
No,972,35583
No,970,60397
No,1315,42695
No,1150,34635
No,944,31378
No,270,36834
Yes,1393,24330
No,940,38396
No,143,34695
No,1493,30849
No,1193,55017
Yes,1762,3879
No,614,17473
No,872,43155
No,880,45093
No,433,25085
No,618,29836
No,1115,38624
No,1219,42550
No,980,41753
No,422,34798
No,1043,10694
No,437,22389
No,698,37028
No,297,43137
No,772,39023
No,175,53019
No,423,60171
No,365,31857
No,1201,47637
No,765,39600
No,1344,26366
No,267,25865
No,247,37138
No,1283,36559
No,767,43427
No,1103,57828
No,925,26332
No,1808,40732
No,521,39915
No,1019,35813
No,1282,41481
Yes,1622,23538
Yes,1417,4143
No,1002,44446
No,551,36604
No,1136,38475
No,718,27956
No,759,41892
No,1205,24789
No,796,33761
No,506,36596
No,160,48121
No,340,49109
No,368,51601
No,1005,43502
No,713,47455
No,385,25950
No,513,43847
No,389,23040
No,516,48304
No,576,26758
No,1440,46113
No,327,20310
No,837,38033
No,1325,41590
No,245,27369
Yes,1175,9820
No,1793,45117
No,1037,46389
No,91,46469
No,439,39391
No,370,39287
No,689,43607
No,1452,37692
No,642,45107
No,618,50146
No,516,41923
No,930,30909
No,592,46381
No,1255,17918
No,695,42856
No,431,51728
No,877,35055
No,1300,51339
No,1050,25446
Yes,1099,28988
No,764,60939
No,507,40625
No,41,52066
No,790,44073
No,1352,33077
No,338,30091
No,660,40886
No,1144,45548
No,536,43918
No,922,48137
No,1064,34678
No,846,34676
No,213,29592
No,501,36155
No,463,35621
No,724,36490
No,209,40076
No,960,23483
No,685,51857
No,1447,45552
No,1188,46732
No,1073,39554
No,1609,40078
No,1160,32979
No,621,15547
No,524,41535
No,654,12697
No,151,42801
No,585,41447
No,1363,35360
No,844,50892
No,455,36591
No,459,49959
No,968,31642
No,84,42334
No,531,59740
No,1370,49090
No,692,39199
No,378,30562
No,820,35951
No,1490,35883
No,421,17137
No,1148,32013
No,295,48387
No,544,51965
No,809,51609
No,660,50537
No,752,50562
No,1302,64017
No,983,62141
No,789,36184
No,1229,59101
No,465,58247
No,958,15052
No,1524,58551
No,388,34086
No,1194,45588
No,1596,34190
No,1213,39344
No,407,40524
No,787,43014
No,375,39168
No,281,35495
No,144,41627
No,1027,44269
No,128,33070
Yes,1809,19913
No,1626,61438
No,629,48381
No,754,29021
No,650,33476
No,233,58489
No,1006,43472
No,82,29762
No,511,25856
No,1589,54043
No,1730,48767
No,915,33888
No,65,31992
No,180,21403
No,989,48055
No,315,51113
No,607,36488
No,832,44053
No,1807,39083
No,395,29643
No,108,44764
No,807,27623
No,845,38411
No,660,39713
No,1249,39318
No,853,34238
No,879,47228
No,621,34549
No,918,49354
No,539,26165
No,747,42319
No,864,44429
No,151,57657
No,873,34353
No,29,55369
No,229,57232
No,1190,27735
No,107,42776
No,2059,55022
No,915,46493
No,800,45702
No,890,34679
No,1184,43229
No,1143,42672
No,719,31372
No,848,43515
No,1067,50648
No,792,32574
No,826,37241
No,828,36440
No,774,29661
No,402,42978
No,412,30065
No,341,27262
No,1324,30517
No,347,24736
Yes,1610,22651
No,1314,40843
No,706,45281
No,1563,52423
No,946,40039
No,1403,46208
No,322,52712
No,1824,22471
No,602,26769
No,314,40016
No,1224,64440
No,487,55459
No,325,52839
No,98,48070
No,869,32571
No,438,37212
No,324,34130
No,1287,45569
No,1385,35045
No,766,33216
No,599,53005
No,1153,17598
No,352,34360
No,226,59680
No,1714,43899
No,970,33294
No,1025,34401
No,839,25272
No,1072,47029
No,716,50128
No,1131,40314
No,1287,44826
No,938,33267
No,136,49373
No,773,37878
No,553,50688
No,1074,35873
No,725,33255
Yes,2041,37583
No,174,54993
No,805,36865
No,1078,44474
No,769,32374
No,391,42212
No,955,40699
No,1426,33666
Yes,2039,46652
No,995,46702
No,1657,29946
No,932,50210
No,1319,44778
No,24,36070
No,714,48915
No,892,53045
No,1794,44038
Yes,2025,51909
No,400,42578
Yes,1598,24096
No,1045,31754
Yes,1878,17707
No,1113,42292
No,1478,36547
No,634,33377
No,798,38081
No,831,27707
Yes,1383,12104
No,1467,28845
No,469,37879
No,1167,31032
No,844,32090
No,563,39068
No,1112,29230
No,246,33648
No,563,60196
No,917,42486
No,619,28477
No,848,42308
No,304,52544
No,779,31987
No,221,37783
No,592,39065
No,1011,34056
No,1194,49317
No,844,52238
No,356,32120
No,27,25051
No,188,49989
No,1008,22095
No,820,43830
No,112,40057
No,492,36004
No,365,46096
No,1025,44195
No,613,38635
No,1457,38677
Yes,1022,7180
No,1030,69547
No,268,55295
No,1711,39020
No,1722,21623
No,677,41328
No,519,28231
No,626,18130
No,524,38021
No,517,60791
No,563,22084
No,866,59741
No,1429,41417
No,1196,34702
No,218,29211
No,1434,38039
No,506,48843
No,1322,34623
No,585,49318
No,815,35018
No,645,42211
No,1151,36469
No,1440,27533
Yes,702,7964
No,662,44664
No,785,37465
No,706,32900
No,862,38982
No,398,37095
No,366,52361
No,1054,41782
No,190,53266
No,944,41883
No,500,28353
No,866,59647
No,762,39173
No,1151,50099
No,53,51027
No,320,36057
No,222,41217
No,795,37520
No,1168,17199
No,257,38276
No,323,51306
No,969,31477
No,385,50317
No,995,40907
No,758,40751
No,533,24858
No,1271,43879
No,136,44758
No,513,49990
No,172,28371
No,1256,42126
No,836,57506
No,1027,61064
No,798,45378
No,97,62335
No,1463,50509
No,192,55659
No,855,44174
No,864,34598
No,477,46953
No,1156,50955
No,1128,32068
No,313,31328
No,246,40463
No,586,43627
No,611,39175
No,258,40139
No,1093,37351
No,1388,27146
No,833,49705
No,1185,41803
No,1050,34804
No,1511,35899
No,895,37232
No,1095,38343
No,82,40937
No,371,34680
No,675,67279
No,1098,42229
No,593,47788
No,1167,35952
No,1115,33729
No,304,23867
No,354,40687
No,1269,39010
No,607,49547
No,1667,47992
No,956,42972
No,668,38637
No,291,37604
No,1102,48079
No,349,36519
No,1224,32752
No,146,44667
No,956,40740
No,1702,36530
No,965,25046
No,331,25922
No,1307,35426
No,1637,45028
No,1037,28438
No,627,50448
No,848,55260
No,1288,54666
No,675,33700
No,541,32503
No,1043,26141
No,989,42813
No,587,27798
No,932,33302
No,959,47469
No,385,36019
No,645,43245
No,425,29502
No,613,33036
No,1381,47470
No,1096,23954
No,946,38715
No,723,20962
No,728,29189
No,1115,40084
No,630,49059
No,971,46534
No,637,49098
No,1778,34591
No,1095,46618
No,1449,38720
No,322,43774
No,1431,44105
No,168,47685
No,417,38105
No,1353,42194
No,1432,37793
No,481,35748
No,774,46082
No,1409,30626
No,1491,54836
No,1553,44426
No,1200,56081
No,985,45435
No,558,38015
No,163,45183
No,1150,39232
No,775,22692
No,867,30401
No,326,36682
No,161,19133
No,906,38211
No,197,35738
No,489,25407
No,449,13125
No,825,40958
No,912,62142
No,619,41282
No,225,60276
No,369,63537
No,746,54891
No,864,30397
No,943,29623
No,491,51484
Yes,1339,4182
No,868,22176
No,111,33328
No,1306,35653
No,908,46791
No,872,28182
No,223,40850
No,1238,30968
No,1319,36823
No,926,62765
No,426,42132
Yes,1940,29052
No,837,51239
No,1187,52689
No,1175,50921
No,1121,48571
No,784,52617
No,605,38885
No,518,41755
No,270,41978
No,826,33987
No,624,51677
No,530,38329
No,289,44081
No,500,17104
No,566,37299
No,1005,34298
No,852,46321
No,613,34286
No,906,52998
No,1086,52508
No,1057,35807
No,253,27455
No,1529,36572
No,1269,43581
No,35,53407
No,897,31466
No,1044,38394
No,1165,33434
No,1299,55165
No,676,21758
No,1190,30746
No,194,43151
No,431,46183
No,1048,59766
No,221,26453
Yes,794,16126
No,667,49215
Yes,1563,35887
No,256,48833
No,602,53801
No,1599,28825
No,151,36924
No,1389,35461
No,88,47925
No,872,45497
No,1334,44362
No,181,37380
No,791,48207
No,69,24556
No,941,54839
No,215,39629
No,596,37417
No,1447,22434
No,464,44770
No,873,29749
No,382,25011
No,1184,37600
No,939,56226
No,561,61473
No,971,26853
No,519,30151
No,834,28023
No,1057,39651
No,1286,37443
No,1024,33393
No,356,21319
No,657,31725
No,345,26227
